Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Last_Service_Date,Warranty_Expiry_Date,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance
2,12111,0,3,9,2,1,3,10736,311,248,0,9437,2,3,17.419702098474144,2,2,1,1
4,29652,0,5,1,0,1,3,32948,132,75,2,17729,3,0,18.9882297919319,1,1,2,1
3,15269,0,0,8,1,0,1,30745,119,139,1,5107,5,2,11.376639509338837,0,2,0,1
5,2180,1,2,2,2,1,0,15549,83,668,2,12134,8,1,13.469011270938758,0,0,0,0
0,13953,1,5,2,1,0,3,17825,179,180,0,7623,9,1,15.839058962940928,0,0,0,1
1,15986,1,3,9,2,1,3,33169,289,138,1,11659,8,3,18.58750107976758,1,1,0,1
5,10528,2,1,7,1,0,2,40011,263,564,1,20386,3,1,14.388321792819337,0,1,2,1
1,5540,2,3,6,1,0,0,16387,286,689,1,18838,8,1,18.734419753623364,2,1,1,1
2,16969,1,2,3,1,0,1,9361,128,658,0,19618,3,1,16.978789130884273,1,1,0,0
2,10215,2,0,9,1,0,3,39796,41,686,0,11738,4,2,15.006481116137008,0,1,0,0
0,23701,1,0,4,1,0,3,34052,232,416,1,351,9,2,15.811101298462088,0,0,2,1
1,675,0,3,0,0,0,2,6864,199,513,2,13079,9,2,17.053888639182794,0,1,1,1
0,19817,1,4,4,0,1,4,42270,194,480,2,3487,3,0,14.590948666665469,0,0,0,1
0,13765,1,1,3,0,1,4,13054,46,124,0,10407,3,0,18.302507421087316,1,2,2,1
5,14283,1,5,4,1,1,0,21578,308,446,2,20468,2,0,11.772863185992389,0,0,1,1
1,23455,2,5,1,1,0,3,5993,240,386,2,18334,7,0,12.73506662662841,1,1,0,1
3,26682,2,0,6,2,1,2,20127,47,454,2,1441,5,2,19.25134501782269,2,0,1,0
0,7359,0,2,4,0,0,4,21067,242,182,2,17415,0,2,16.32226613624039,2,0,0,0
0,1509,2,1,1,2,0,3,7301,298,643,0,14584,9,0,10.719137997242976,0,1,2,1
5,27087,2,2,9,0,0,1,14613,225,420,2,11043,5,1,17.558543434982568,2,1,1,1
3,3626,2,2,0,0,0,0,26111,191,66,2,9747,4,0,17.911562040714486,0,1,2,1
0,14209,2,1,9,1,0,2,14912,38,544,1,11587,8,1,16.947941767316525,0,2,2,1
3,23635,0,2,7,0,0,4,38343,2,130,0,11771,7,1,10.338130020040694,0,0,0,0
3,17938,2,3,7,0,1,2,32409,73,44,2,6447,7,0,14.057316893412668,2,2,0,1
4,28510,2,5,5,1,1,1,31710,78,512,2,14010,6,1,16.919459897542414,0,1,2,1
2,498,2,3,7,1,1,1,17166,277,565,0,8466,8,3,15.843187183126986,0,1,1,1
3,15941,1,1,2,2,0,4,35905,292,318,1,19334,9,2,16.74478638528434,2,1,2,1
4,2206,1,4,8,1,0,4,39131,222,55,1,5166,4,2,16.54968744791288,2,1,1,1
4,28900,2,4,8,2,0,4,16620,208,404,2,15700,0,1,16.649482192170822,1,0,0,1
3,2547,2,4,6,0,0,2,21738,219,328,1,9160,8,1,19.64234408349893,0,2,2,1
1,30232,2,4,0,0,0,0,20937,64,625,1,1624,4,3,17.345189585475616,1,1,2,1
5,24359,0,5,8,1,1,4,39239,29,617,0,19386,4,3,10.87764970366518,0,2,1,1
3,23088,0,0,0,0,1,4,23478,288,61,1,554,6,1,11.92958514905254,1,0,1,0
1,27322,1,3,1,1,0,2,11127,310,285,2,16973,1,3,12.31025582413236,0,0,0,0
3,20706,1,1,8,2,1,4,26705,27,216,2,1080,7,0,12.193804756106822,2,0,0,0
2,17980,1,0,2,1,0,2,16863,222,28,2,13482,0,2,10.94120858552831,2,1,0,0
0,25328,0,0,6,2,0,0,28810,303,658,0,7516,6,1,13.432820878412493,0,1,2,1
2,6475,2,0,4,0,0,0,21997,306,166,2,4455,2,3,15.391019720493423,1,1,0,0
2,6734,1,1,1,1,1,1,39596,173,416,2,12001,5,3,13.550645018026112,1,1,0,0
3,10701,1,2,8,2,0,4,15243,267,275,1,12584,7,1,15.016655842843685,0,2,0,1
4,10514,2,5,4,1,1,1,25876,20,459,2,21114,6,2,13.243287295016955,2,1,2,1
0,474,2,2,7,2,0,2,22038,305,144,2,17959,7,3,14.88475079074183,0,1,0,1
3,25788,2,4,6,1,1,1,7114,68,328,0,11808,6,0,19.882545291870365,1,2,1,1
4,27086,0,1,1,1,0,0,35510,136,545,2,2148,6,2,15.612760179394602,2,0,2,1
5,1260,0,4,1,1,0,4,14976,190,162,0,19408,4,1,16.094715492476666,0,2,0,1
2,8719,2,1,8,1,0,4,18607,150,110,0,3461,5,0,18.623124992781207,0,1,0,0
1,3482,0,4,8,2,0,2,19520,309,273,0,14859,7,3,19.074718159130256,2,2,2,1
3,18177,0,3,0,2,1,1,40434,184,258,2,7824,7,0,17.219166059908236,1,1,2,1
5,10600,0,1,2,1,0,0,39960,30,326,2,4865,3,0,12.5128027102363,1,2,0,1
4,2009,2,4,6,2,1,4,9514,225,304,2,9955,1,3,14.50351517207658,1,2,1,1
0,6832,0,4,3,0,1,1,12311,158,383,0,10285,6,0,19.175624541408688,1,2,2,1
4,15334,0,5,0,0,1,4,35568,60,57,2,10492,2,1,18.96734422442963,1,1,1,1
4,15379,0,0,4,0,1,3,24866,129,687,2,16487,2,0,12.556005243440104,2,2,0,1
5,18442,0,4,0,1,1,2,30595,224,189,1,12997,0,2,14.611617811409854,2,0,2,1
5,28315,2,4,4,2,0,1,1258,228,202,0,2275,3,0,11.792234845622646,0,1,0,1
5,21401,2,1,1,2,1,2,32238,208,440,1,7669,3,1,17.090661207455224,1,0,2,1
2,20429,2,5,2,0,1,0,22836,324,90,1,890,2,0,10.595264297717469,1,1,2,1
5,26848,2,2,4,1,1,0,23567,199,60,1,3640,6,0,17.821648975852494,0,0,0,1
1,2605,1,2,7,0,0,2,28097,283,549,2,8353,6,2,11.017840231772333,2,0,1,0
3,10076,2,2,0,2,0,2,16314,203,438,2,10321,2,2,19.862615934860067,2,1,0,1
2,10308,2,4,4,1,0,1,13395,225,202,1,14550,4,0,18.827581837132847,2,2,2,1
5,8353,2,0,3,2,0,4,15397,330,488,0,3816,9,3,19.48200022943517,2,0,1,1
4,13021,1,2,0,2,0,0,8948,197,423,0,13723,2,3,18.021214929876454,0,0,1,0
4,29207,0,1,6,0,0,2,39168,229,561,2,19765,5,3,10.932008346866876,2,1,1,0
1,30502,2,5,1,2,1,4,40643,168,678,0,3467,3,2,19.75819094676949,1,2,1,1
5,15484,1,3,2,2,0,4,193,104,120,2,11182,3,3,17.065509173226072,1,1,1,0
5,11935,1,3,6,1,1,0,40043,272,305,2,20147,4,1,13.48163988192782,0,2,2,1
0,17177,0,3,4,1,1,3,27900,191,171,2,15844,3,2,19.4821513171884,2,1,1,1
1,10715,0,4,8,0,1,1,7244,129,125,1,8431,6,3,16.273539029846663,1,0,0,1
3,8508,1,4,3,1,0,1,38853,129,593,0,20860,2,1,16.296760947157097,0,2,2,1
2,949,2,2,8,2,1,4,1726,62,285,1,7832,5,0,11.524081399938147,2,0,1,1
5,14656,1,4,2,2,1,2,38014,196,698,0,2031,8,2,13.55099569368882,1,0,1,1
0,27837,0,2,2,0,0,3,36538,84,442,2,10990,4,2,13.854223487170124,2,2,0,1
3,4134,2,0,2,2,0,1,23290,250,375,2,13037,5,3,12.613198652097813,2,2,0,1
5,15390,1,4,7,0,1,2,10294,307,371,0,18464,9,0,13.74818790290662,2,2,1,1
3,14831,1,0,8,2,1,1,19870,333,17,2,13297,6,3,18.42548198697337,2,1,0,0
2,15673,2,0,1,0,0,4,30871,62,358,1,5452,1,1,13.645272441611224,1,2,0,1
2,27651,1,4,2,0,0,1,1349,192,590,2,13151,0,0,17.620508695599515,0,2,0,1
5,7928,0,4,0,1,0,2,32328,104,504,2,18073,8,2,11.794210633163924,1,2,1,1
5,20002,2,4,3,1,0,1,10692,122,350,0,5517,9,1,13.117427726720257,0,1,0,1
3,21999,0,4,9,1,1,3,28584,95,354,1,15723,6,2,17.60840381207209,0,0,2,1
5,11410,0,3,0,2,1,4,18358,162,410,0,5177,4,0,10.434372401931295,2,1,1,1
5,6122,0,0,0,1,0,0,2207,95,653,2,7929,5,2,14.490198245324049,2,0,0,0
2,15532,2,4,0,2,0,3,36512,215,578,1,6738,0,1,19.74784073857037,2,2,0,1
4,23490,0,1,1,0,0,2,38634,280,346,0,14283,4,3,15.361882242442936,1,1,0,0
4,23649,0,1,4,2,1,1,8958,130,298,1,843,4,2,19.545757946568838,1,0,0,0
4,29962,0,2,1,0,1,4,1128,203,130,2,1680,9,0,17.42102930075183,2,1,1,0
3,9094,0,0,9,0,1,1,9398,10,252,2,14271,1,2,10.698442390599205,1,1,2,1
0,6564,1,3,3,1,1,0,25965,214,695,2,3844,6,2,18.71887560839305,1,0,2,1
5,19282,2,3,4,1,0,0,4009,138,359,1,4909,9,2,13.093627416486928,0,2,2,1
3,27244,2,2,6,2,0,4,5177,14,518,1,15628,0,0,19.666930982749527,0,0,0,1
5,29052,2,2,0,1,0,1,32589,293,127,1,18342,1,2,12.285443860446064,0,1,2,1
2,14909,0,0,8,2,1,3,23457,161,528,2,1201,3,0,15.146231865757407,1,1,2,1
5,20879,1,0,0,0,1,3,17830,331,529,1,5995,5,0,13.71923635169141,2,2,1,1
1,29676,2,0,8,0,0,1,30486,106,262,2,1401,3,0,12.560146992349535,0,2,2,1
2,10458,0,5,7,1,1,0,16801,309,15,1,75,3,1,14.449426997629171,1,2,0,1
0,14847,2,4,9,0,1,0,36954,81,63,1,20971,2,3,14.68683506349624,1,1,0,1
0,12600,2,1,1,2,1,3,30376,96,129,0,16059,6,0,17.65517725374868,0,1,2,1
3,8056,0,2,4,2,1,4,20747,303,33,1,18943,1,2,11.236805242701172,2,2,2,1
0,27737,1,0,0,2,0,1,27358,269,601,2,15654,8,2,18.185106584175657,2,2,1,1
5,25583,2,3,0,2,0,1,5059,316,592,1,9970,5,3,11.421899895136672,1,0,2,1
1,20621,2,2,1,1,1,3,19455,124,395,1,10049,7,1,19.58824989604772,1,2,2,1
3,5477,2,1,7,0,1,0,34615,295,257,1,19067,8,1,10.371581727787117,1,2,2,1
1,7319,2,4,1,2,0,0,23258,44,87,2,4839,7,3,10.582181721632466,0,2,1,1
2,21602,0,4,5,2,0,0,3983,101,141,0,15591,3,0,16.42668064302252,1,0,2,1
0,7417,2,1,6,0,1,3,12577,151,450,1,13273,5,1,16.316108629327847,2,0,2,1
1,4616,1,0,0,1,0,2,37461,273,373,0,16029,9,1,14.610198830769614,1,1,2,1
1,7809,1,5,6,2,1,0,35383,45,326,2,12831,9,1,14.10821649959513,1,0,1,1
4,27687,0,3,5,2,1,0,34722,250,464,1,11004,8,3,13.074556113659323,1,0,0,1
1,13079,0,5,7,2,1,4,28840,91,576,0,9124,4,0,10.351475762631594,0,0,0,1
5,13646,2,3,8,2,1,1,29905,200,539,0,11828,2,0,17.10067076770186,1,2,2,1
3,1298,1,5,0,1,0,0,18101,102,389,1,9429,8,0,14.419472711738566,1,1,0,1
2,16205,1,5,3,2,0,3,3943,117,129,0,5600,3,2,15.209646639101638,2,0,1,1
2,25633,0,0,1,0,1,2,19511,35,441,1,7162,5,0,13.182504163740354,0,2,2,1
0,28730,1,2,9,2,1,1,7595,326,198,0,4031,6,0,12.688722254550695,2,2,2,1
1,13848,2,0,5,0,0,1,37808,8,639,2,4105,4,1,18.33633222673043,0,0,0,0
4,27787,1,0,7,0,1,2,6497,101,230,1,8771,0,1,11.52268331058046,1,2,2,1
5,24691,2,3,2,1,1,0,41421,55,461,2,13549,7,3,16.680347615855332,2,1,2,1
1,29544,2,5,8,0,0,2,38516,158,621,2,996,7,3,11.549375798145116,2,2,2,1
2,29562,2,2,0,0,0,2,8959,57,5,2,10606,5,0,13.015465458105648,1,2,1,1
3,3062,1,0,0,2,1,2,23641,157,550,1,14273,6,1,19.51588428314093,1,0,0,0
5,5309,0,0,6,1,0,2,14073,50,34,2,14691,7,1,18.282542784723823,2,0,1,0
2,6071,0,5,9,2,0,0,10685,128,5,2,8822,2,1,13.277407358901444,2,0,2,1
4,9006,2,2,1,1,0,3,23780,329,419,0,15962,5,0,14.091930674333868,0,2,0,1
2,3817,0,0,6,0,1,1,22308,187,445,0,4540,7,3,12.677371977690283,0,1,0,1
3,19716,0,5,6,1,1,3,11682,296,383,0,18644,1,0,15.524428938229612,1,0,1,1
0,26692,2,4,7,1,0,2,6939,207,0,1,2153,0,0,15.826497870703678,0,1,0,1
0,13500,1,5,6,0,0,1,25714,3,251,1,2483,0,2,17.68533811134209,2,2,1,1
1,27892,2,5,9,2,0,3,16067,102,680,2,6256,3,3,13.630933065220056,2,1,0,1
3,6706,0,2,5,2,0,4,31853,223,666,1,18853,7,2,13.545220635132711,1,1,1,1
3,20742,1,4,7,2,0,4,22014,287,284,1,16419,3,3,14.975212635455147,2,0,2,1
3,19040,1,5,1,1,0,1,28932,280,118,1,15131,3,1,17.13993027080737,0,2,0,1
1,24101,0,2,9,0,0,1,4402,329,405,1,11011,4,3,14.004129253122166,0,2,1,1
4,14968,2,5,2,0,1,1,14983,241,508,1,18240,4,3,16.643719644088225,2,1,2,1
0,14308,0,1,9,0,0,0,23035,292,323,0,6383,9,2,10.06214033002957,1,2,2,1
5,20039,1,1,8,1,1,3,16968,120,690,1,11834,0,2,12.58036238018337,2,2,1,1
5,1837,1,1,7,0,0,2,9602,109,516,1,20183,4,0,15.723259946462017,1,1,0,0
2,1279,2,3,8,2,0,1,6357,284,108,2,6720,6,2,12.215716847882376,1,2,1,1
1,1391,0,2,2,0,0,4,14094,63,105,1,7359,6,1,18.80956698408522,2,2,0,1
5,13799,2,1,8,1,1,4,36485,96,141,2,3283,7,2,14.062312702704585,0,0,0,1
2,4250,0,1,8,0,0,2,4388,21,679,0,1073,7,2,13.616031547209476,1,0,0,1
1,24323,2,1,4,0,0,0,21920,175,579,0,18528,5,0,18.99731971434565,0,1,0,0
0,22704,2,1,2,0,1,2,3255,283,304,0,1575,1,0,10.20300872326128,2,1,0,0
2,31305,2,3,1,2,1,0,22207,265,477,2,12354,6,1,11.294134803543017,2,1,1,1
1,828,1,3,8,2,0,1,36073,97,442,2,17908,9,3,18.15394517187085,0,0,0,1
2,10745,2,5,0,2,0,1,5299,311,633,1,20264,4,1,19.694637588972316,0,1,0,1
3,15044,1,1,3,1,0,2,20840,291,506,0,15061,1,0,18.64219463986405,2,0,1,0
0,18597,0,1,5,2,1,4,39142,119,442,2,13030,4,1,16.446904851767776,2,0,1,0
2,19917,0,5,6,2,1,1,38851,72,692,2,14566,2,3,18.30401333867043,2,0,2,1
2,25480,0,5,8,1,1,3,18745,291,261,1,20041,9,3,12.310856841115015,0,0,2,1
3,7086,2,1,4,2,1,3,13551,301,475,2,20201,9,2,15.268959257145314,0,0,1,1
1,28880,2,2,9,2,0,3,23009,253,275,1,3825,5,3,18.72345438711848,1,0,0,1
2,11564,0,1,0,0,0,1,20896,22,28,2,7719,3,3,19.406306218834445,0,1,0,0
2,20159,0,4,1,2,1,4,36137,298,224,2,2641,3,0,13.211330172374977,1,1,2,1
0,4942,2,5,8,1,1,4,24569,35,232,0,13243,6,1,17.78309821188932,1,0,1,1
1,24076,1,3,7,1,1,2,6952,81,15,1,3327,1,3,19.882031403759445,0,0,2,1
4,16987,0,1,9,2,0,3,28267,311,211,1,1597,2,1,13.486223952970295,1,1,1,0
5,15891,1,0,9,1,0,0,1192,81,679,1,3362,5,0,11.115882645996372,2,1,1,0
0,19710,1,5,6,0,0,1,13801,185,590,1,6924,5,1,15.20948626419123,2,0,1,1
2,1135,2,4,6,2,0,0,24726,269,313,0,866,1,3,12.564979866188269,1,0,1,1
3,15784,2,4,3,0,1,0,6151,42,222,1,12524,3,1,11.58362312802386,2,0,2,1
4,26308,2,1,4,1,0,1,26862,270,547,0,3608,1,1,12.206895125766003,0,2,0,1
2,5794,2,2,2,0,1,1,30782,27,318,2,13507,5,2,17.756570850955104,2,1,0,1
3,10039,2,1,5,1,1,0,35615,7,202,0,5396,6,1,11.056286351797755,0,0,2,1
5,18819,0,2,5,1,0,1,19306,137,407,0,18503,1,0,14.945612161216436,0,0,2,1
0,8632,0,1,0,0,1,1,13112,267,436,0,5753,0,1,15.64400264637252,1,0,2,1
1,1880,1,2,5,0,1,3,28642,174,213,1,13315,3,1,19.531790077977565,2,2,1,1
1,13247,1,5,6,2,0,1,32261,227,460,2,3496,2,2,15.471261693869234,1,1,1,1
3,29838,2,0,5,1,1,0,25637,250,523,1,19723,4,1,18.98198011079598,0,0,2,1
2,18204,0,0,2,0,0,3,27051,104,268,1,5440,0,0,14.719391426738872,1,2,2,1
2,20077,0,0,7,0,0,0,4759,251,96,2,7353,6,3,19.890026717707386,1,0,1,0
1,23346,2,2,3,0,1,4,30757,23,697,2,7870,4,0,10.995965330537802,2,1,1,1
5,9750,0,4,9,1,0,3,4895,302,252,2,18852,3,0,12.086140848490334,2,0,2,1
1,5502,2,3,5,1,1,3,5472,276,399,1,14487,3,2,16.236201091659616,2,1,0,1
3,23805,1,3,2,2,0,3,34590,96,323,2,12467,2,3,16.614092022155386,0,2,2,1
0,6172,0,4,6,0,0,0,3249,47,211,1,14778,1,1,10.218970799022827,1,0,0,1
4,13156,2,4,2,1,0,4,34561,9,265,1,116,4,2,15.733792895286612,1,1,2,1
2,17710,0,0,6,0,1,0,31635,152,624,1,5099,3,1,11.013670783124232,1,0,1,0
5,26099,0,3,9,0,0,3,1000,65,638,0,18882,6,1,13.216886166205471,0,2,0,1
2,4826,2,3,2,1,1,4,12811,96,365,0,8493,1,1,15.107196863637522,2,2,1,1
1,19239,1,5,7,1,1,0,14412,181,388,0,19309,2,0,10.097005312808736,2,0,1,1
0,15872,1,2,6,2,1,0,22425,194,171,1,386,5,2,13.518886512968193,2,2,1,1
2,19410,0,3,6,1,0,0,13355,55,256,1,14908,5,2,18.18467750160078,1,1,1,1
3,26555,0,5,4,0,1,3,22832,182,425,1,5810,4,3,18.90197274321532,0,1,1,1
5,8198,0,4,7,1,0,4,8812,322,396,1,2970,5,1,12.674149319714118,1,1,1,1
3,20982,0,4,4,0,0,0,28721,308,341,0,6632,8,3,14.243863397331411,2,1,1,1
3,8297,0,5,6,1,0,3,3345,244,632,0,14115,4,2,15.122474869520731,0,1,2,1
3,23341,1,0,2,1,1,4,3274,265,427,1,4980,0,1,16.200623839517725,1,0,2,1
5,8727,2,1,2,2,1,1,34555,147,535,2,119,6,2,17.643943369692217,0,0,2,1
2,14098,2,2,2,1,0,4,12193,89,463,0,787,3,3,11.30906047877204,1,1,0,1
0,5217,0,2,4,2,0,4,7878,175,375,1,16043,8,3,13.345621275391904,2,2,2,1
4,8312,0,4,5,2,1,2,38292,327,71,0,13973,7,2,16.715535271384333,1,2,0,1
5,11445,0,4,9,2,0,3,659,171,198,2,17858,7,2,13.154889820484868,2,1,0,1
1,20932,0,3,6,1,0,3,39293,288,209,0,2861,2,1,18.7168517800242,0,0,0,1
5,16815,2,1,2,0,0,2,33233,249,213,1,14171,7,0,16.709503373102727,1,1,0,0
4,15617,1,1,1,2,1,4,40951,15,232,1,1363,4,3,10.519785201213628,1,2,0,1
5,24695,2,1,0,0,0,0,32105,111,372,1,3850,8,1,19.086896017605767,2,2,1,1
5,4151,0,1,8,0,0,3,18445,260,610,0,17632,4,1,13.169338521985225,2,1,1,0
5,10636,1,3,8,1,0,3,32145,136,440,1,18957,9,0,18.97400856363786,0,0,2,1
4,1969,1,2,7,1,0,0,7857,238,486,2,16792,2,0,10.590333647234658,0,0,2,1
2,22308,0,5,7,0,1,4,16183,116,442,0,12344,5,2,11.880132771088595,2,0,0,1
2,6885,2,0,5,2,0,4,3055,138,219,0,20327,1,0,14.324963535461524,0,0,0,0
1,27572,2,1,9,2,1,2,5343,18,519,2,10041,4,0,13.226512882746077,0,1,2,1
0,10810,1,3,7,2,0,0,41298,23,47,2,6981,1,0,11.505885917683594,2,0,1,0
5,9021,1,3,0,0,1,2,16774,83,52,1,18615,9,0,19.30592937802985,0,0,0,0
5,2318,1,0,9,2,0,3,40774,37,60,1,9336,3,1,15.292082431634498,0,2,2,1
2,22489,0,2,6,2,0,1,38774,8,1,0,3927,0,3,12.70616993586243,2,0,0,0
2,317,1,3,6,0,0,4,33350,190,333,1,8954,0,3,17.0758309979292,0,2,2,1
5,15875,0,2,3,1,0,0,18038,125,428,2,1177,8,3,16.673741453284485,1,0,2,1
5,15964,1,0,7,0,0,2,27301,146,303,0,7276,3,0,13.772440524482564,2,0,1,0
3,18437,2,5,9,2,1,2,37806,179,496,0,18367,8,2,12.809687509503094,0,2,2,1
1,28316,1,0,2,0,1,2,16580,226,483,2,15031,7,1,14.538779845456784,0,1,1,0
2,27266,2,0,8,1,1,1,32297,273,303,2,20516,5,0,17.26959688284599,1,1,1,0
3,13744,0,4,3,0,0,2,21015,214,290,0,9124,2,1,11.941471222340018,0,0,0,1
0,540,2,2,4,1,1,4,11855,205,39,0,11476,4,3,15.876261603049016,0,2,0,1
3,20949,2,2,7,0,1,3,38835,40,563,1,11044,2,1,17.529282405971088,1,0,1,1
5,24268,2,2,3,1,0,3,20718,260,325,2,10906,6,3,17.307007022379324,1,1,0,1
1,9506,2,0,9,2,0,4,26782,127,368,1,6798,7,1,15.304583737328098,0,0,1,0
2,5264,2,5,1,2,1,4,38856,171,597,0,12763,5,0,19.924467346775742,2,0,1,1
5,25930,2,5,3,2,1,2,21251,117,472,1,20573,9,1,11.787654740606667,2,1,2,1
0,212,1,3,6,0,1,2,10596,17,610,0,7890,9,3,19.92033458475241,2,2,2,1
3,8593,1,2,1,0,1,4,31644,312,167,0,6951,2,2,11.78825674608128,1,2,0,1
0,12127,0,4,1,2,0,1,11901,214,233,0,7001,5,3,13.016343191482296,1,2,1,1
2,3261,1,1,7,1,1,2,34759,216,392,0,12740,8,0,17.752501987100228,0,2,2,1
3,7666,1,3,2,0,0,3,37586,251,358,1,13491,7,3,16.089606243228822,2,1,1,1
3,8041,1,2,0,2,0,1,23328,157,412,1,20854,4,2,17.518726078824226,2,0,2,1
1,26080,0,4,0,1,1,1,13800,327,646,0,1563,6,3,11.769115191044186,1,1,0,1
2,30919,2,5,7,0,1,4,2768,107,601,0,3717,0,1,19.457226419353383,1,2,1,1
2,30857,1,2,9,1,1,0,8283,329,308,1,8244,5,3,12.891912887944398,1,0,2,1
0,7250,1,0,9,2,0,1,11796,96,649,1,3866,8,2,10.94931363884169,1,1,0,1
1,31081,2,1,4,1,1,1,708,68,228,0,10026,1,3,10.016813610250631,1,1,2,1
3,29892,1,3,4,2,0,3,20827,295,424,0,4661,2,1,13.17085929321113,1,1,2,1
1,9905,0,3,1,0,0,3,27804,46,256,2,17642,6,3,14.331349823173204,2,0,2,1
3,25362,1,0,9,2,0,4,27070,89,594,2,11344,2,2,11.793250940231257,1,1,1,0
2,31383,2,3,0,1,0,2,2942,242,634,1,16958,1,1,10.736967952044916,0,2,2,1
4,15572,0,0,1,2,0,4,11844,99,665,2,13540,5,2,17.34590015852813,0,0,1,0
3,163,0,2,4,2,1,2,29221,193,21,1,3104,2,0,10.440092843848584,2,1,2,1
4,16792,1,0,7,0,0,4,23417,134,593,1,15932,9,2,18.910076056883447,1,1,0,1
0,13228,0,4,2,1,0,1,9920,26,617,1,18991,9,1,11.348338215561904,1,1,1,1
3,1326,2,2,1,2,0,2,34179,297,279,1,10870,9,3,15.427726350019704,1,2,2,1
3,11181,1,1,7,2,0,2,36449,184,577,2,1075,6,3,14.207263270336464,1,0,0,0
0,28242,2,4,5,1,0,3,614,24,85,1,1605,3,1,18.37075903382729,0,2,0,1
1,7740,0,2,7,2,1,4,10649,109,485,2,16780,7,2,16.545182062090525,2,0,1,1
1,14435,2,1,2,2,1,1,12796,101,499,2,6392,5,0,17.709441483867426,1,2,0,1
3,28295,0,2,4,2,0,1,8185,7,198,1,20940,5,1,11.079312096992624,0,2,1,1
3,17187,1,3,8,0,0,3,8801,234,635,1,9863,9,2,16.00776651256251,0,0,0,1
1,25942,1,5,1,2,1,2,10154,203,618,2,15014,3,1,12.066497170192148,0,1,2,1
1,28299,1,0,4,2,1,0,21585,22,78,1,2082,6,1,10.403739941522026,0,0,2,1
0,636,1,4,6,1,0,1,20132,35,568,1,16696,0,1,19.330418307946044,2,0,0,1
5,16332,0,1,1,0,0,3,10957,242,577,2,4866,0,0,19.997399584404988,1,2,2,1
4,28027,1,0,8,1,1,4,32919,2,612,0,5378,7,2,17.964938575725675,2,0,1,1
4,26877,2,4,2,0,1,3,7297,203,450,1,455,3,2,16.13705417647862,0,2,2,1
0,18047,2,1,1,1,1,1,35488,177,298,2,21182,8,2,17.145247947779684,0,1,2,1
4,21540,1,4,0,1,0,3,28128,251,278,0,7621,6,2,15.642903361828656,1,1,1,1
1,10401,0,3,6,2,1,0,15922,305,673,0,16952,0,1,18.791257949243168,1,2,2,1
3,10489,0,3,1,1,1,1,21849,212,36,2,18352,8,1,16.604985785097202,0,0,2,1
5,23581,2,2,3,0,1,0,36331,44,486,2,4834,7,1,19.21532322524674,0,2,0,1
2,5115,1,1,9,0,1,0,15345,219,182,2,4193,5,0,15.942382366893655,2,0,0,0
2,19581,2,5,1,1,0,4,19426,136,54,1,16529,3,0,12.413377315084707,2,2,2,1
2,3872,0,3,4,2,1,4,11255,176,547,1,15921,3,3,17.05082589733216,2,1,2,1
1,23269,2,0,9,1,0,2,39988,199,101,0,16103,1,3,14.522820258983735,2,0,1,0
0,25730,2,2,5,2,0,1,37547,239,629,1,10134,7,1,16.198923486005913,0,1,1,1
2,3189,2,0,5,2,0,0,10444,146,72,0,7083,5,1,15.857593901257882,1,1,2,1
3,10650,1,2,7,2,1,0,2631,180,207,1,9474,9,3,10.57399423956673,1,0,0,1
0,24518,0,4,1,0,0,1,34596,68,74,0,19503,6,2,19.544241272261576,1,2,0,1
0,19032,0,2,7,2,1,1,18886,113,217,0,6729,4,3,19.000983692415492,0,2,1,1
0,7596,1,5,8,1,1,1,27248,319,470,2,2614,8,1,12.910570681847178,1,0,0,1
2,27099,1,5,0,0,0,1,17023,8,432,1,5637,4,3,19.13186347828773,1,0,1,1
3,7769,1,2,8,2,0,3,22181,242,35,2,13562,0,3,13.200869838781852,1,0,2,1
4,1984,1,3,6,2,1,4,34035,247,5,0,1441,2,2,16.7448369361981,0,0,1,0
4,2188,0,0,7,0,0,1,4859,160,539,1,16334,7,3,11.231237155675188,1,0,1,1
5,10795,2,5,5,1,1,2,15705,92,425,0,16413,0,2,18.74677502924644,1,0,2,1
2,13100,0,4,7,1,1,4,20869,232,513,1,13625,6,1,12.332070532434544,1,0,1,1
2,7465,2,3,9,2,0,3,41136,204,577,1,13518,7,1,10.463621886542022,1,1,0,1
1,1274,2,5,4,2,1,0,38194,156,423,0,2578,6,1,13.28747518557218,0,1,0,1
1,18882,0,5,0,0,1,1,4469,57,12,0,8505,4,3,10.93562499650933,0,2,2,1
3,21121,0,2,5,0,1,3,39407,143,688,1,8695,3,3,10.839074575226874,2,2,2,1
0,12049,2,0,4,0,1,0,13346,254,506,0,14209,6,2,15.170524098182826,0,0,1,0
3,1165,0,2,0,2,0,0,12452,34,552,0,13400,2,3,13.78410022548372,1,2,1,1
1,4322,2,4,6,2,1,3,8504,147,98,2,14006,0,2,18.54471971302749,0,1,0,1
1,19415,1,4,6,0,0,2,2756,4,514,0,6531,3,1,10.48811523532754,1,2,1,1
5,14635,1,0,4,2,0,0,8247,67,194,2,14157,4,2,11.326726665901909,2,1,2,1
